Open Time,Type,Lots,Symbol,Open Price,Close Time,Close Price,Commission,Swap,Net Pips,Net Profit,Max Profit,Max Pips,Max Loss,Max Loss Pips,Magic Number,Comment,Holding Time (Hours),Holding Time
30/06/2026 13:39:10,buy,6.70,USDJPY,162.33800,30/06/2026 14:42:39,162.38400,0.00,0.00,4.60,189.80,338.26,8.20,-136.23,-3.30,123,S10 BUY,1.06,1.06hrs
15/06/2026 01:00:31,buy,6.59,USDJPY,159.81700,15/06/2026 01:30:06,159.91100,0.00,0.00,9.40,387.38,539.73,13.10,-379.58,-9.20,123,S10 BUY,0.49,0.49hrs
12/06/2026 12:57:07,buy,6.47,USDJPY,160.04300,12/06/2026 13:28:01,160.15100,0.00,0.00,10.80,436.31,569.51,14.10,-72.77,-1.80,123,S10 BUY,0.52,0.52hrs
26/05/2026 10:03:24,buy,4.94,USDJPY,159.14800,27/05/2026 09:08:09,159.35300,0.00,22.90,20.50,658.41,711.03,22.40,-149.04,-4.80,123,S10 BUY,23.08,23.08hrs
01/05/2026 03:13:12,sell,3.70,USDJPY,157.06900,01/05/2026 09:45:49,156.78600,0.00,0.00,28.30,667.85,669.50,28.30,-632.66,-26.90,234,S10 SELL,6.54,6.54hrs
28/04/2026 21:00:04,buy,3.70,AUDCAD,0.98276,28/04/2026 21:23:15,0.98276,0.00,0.00,0.00,0.00,54.10,2.00,-108.22,-4.00,123,S10 BUY,0.39,0.39hrs
23/04/2026 18:00:04,buy,3.59,AUDCAD,0.97931,27/04/2026 04:01:23,0.97902,0.00,17.53,-2.90,-58.65,99.63,3.80,-1261.67,-48.70,123,S10 BUY,82.02,3.42days
23/04/2026 20:42:12,buy,3.44,AUDCAD,0.97616,27/04/2026 04:01:22,0.97901,0.00,16.80,28.50,734.23,761.82,29.60,-416.11,-17.20,123,S10 BUY,79.32,3.30days
18/04/2026 00:00:00,balance,0.00,,0.00000,18/04/2026 00:00:00,0.00000,0.00,0.00,0.00,-20.55,0.00,0.00,0.00,0.00,0,Signals Page Fixed,0.00,0.00hrs
15/04/2026 09:08:43,buy,3.47,AUDCAD,0.98353,16/04/2026 05:32:37,0.98609,0.00,26.60,25.60,673.87,724.43,27.60,-302.26,-12.00,123,S10 BUY,20.40,20.40hrs
01/04/2026 08:00:27,buy,3.02,USDJPY,158.80400,02/04/2026 04:31:14,159.14700,0.00,43.07,34.30,693.95,758.75,37.70,-1024.69,-53.70,123,S10 BUY,20.51,20.51hrs
31/03/2026 05:45:32,buy,3.33,USDJPY,159.65800,02/04/2026 04:31:14,159.13600,0.00,63.33,-52.20,-1028.98,254.26,12.20,-2879.22,-139.10,123,S10 BUY,46.76,1.95days
01/04/2026 09:27:44,buy,2.79,USDJPY,158.49700,02/04/2026 04:31:13,159.14900,0.00,39.79,65.20,1182.79,1239.38,68.40,-405.45,-23.00,123,S10 BUY,19.06,19.06hrs
25/03/2026 09:26:42,buy,3.20,USDJPY,159.03700,25/03/2026 21:59:39,159.41000,0.00,0.00,37.30,748.76,812.83,40.50,-649.21,-32.20,123,S10 BUY,12.55,12.55hrs
23/03/2026 01:08:25,buy,3.09,USDJPY,159.47100,23/03/2026 03:56:36,159.48500,0.00,0.00,1.40,27.12,110.42,5.70,-901.70,-46.40,123,S10 BUY,2.80,2.80hrs
23/03/2026 02:07:18,buy,2.98,USDJPY,159.15500,23/03/2026 03:56:35,159.49600,0.00,0.00,34.10,637.12,696.82,37.30,-277.37,-14.80,123,S10 BUY,1.82,1.82hrs
17/03/2026 04:00:03,buy,2.96,USDJPY,159.33900,18/03/2026 15:17:28,159.16200,0.00,14.13,-17.70,-315.04,274.68,14.80,-1440.11,-77.90,123,S10 BUY,35.29,1.47days
18/03/2026 08:23:08,buy,2.64,USDJPY,158.67700,18/03/2026 15:17:27,159.15300,0.00,0.00,47.60,789.58,827.65,49.90,-194.80,-11.70,123,S10 BUY,6.91,6.91hrs
18/03/2026 04:36:32,buy,2.85,USDJPY,158.99500,18/03/2026 15:17:27,159.14900,0.00,0.00,15.40,275.78,324.09,18.10,-781.88,-43.50,123,S10 BUY,10.68,10.68hrs
12/03/2026 21:05:32,buy,2.84,USDJPY,159.35100,13/03/2026 06:27:24,159.39200,0.00,13.23,4.10,86.28,129.03,7.10,-606.55,-34.70,123,S10 BUY,9.36,9.36hrs
13/03/2026 03:21:43,buy,2.75,USDJPY,159.04400,13/03/2026 06:27:23,159.39300,0.00,0.00,34.90,602.13,629.67,36.50,-69.18,-4.00,123,S10 BUY,3.09,3.09hrs
12/03/2026 04:03:46,buy,2.63,USDJPY,158.89300,12/03/2026 18:11:26,159.26300,0.00,0.00,37.00,611.00,652.21,39.50,-547.35,-33.00,123,S10 BUY,14.13,14.13hrs
12/03/2026 03:04:39,buy,2.72,USDJPY,159.20300,12/03/2026 18:11:26,159.26300,0.00,0.00,6.00,102.47,145.15,8.50,-1097.86,-64.00,123,S10 BUY,15.11,15.11hrs
11/03/2026 07:48:16,buy,2.61,USDJPY,158.16300,11/03/2026 15:54:53,158.57700,0.00,0.00,41.40,681.40,755.30,45.90,-509.25,-30.80,123,S10 BUY,8.11,8.11hrs
05/03/2026 08:49:59,buy,2.49,USDJPY,157.01000,05/03/2026 14:55:02,157.45400,0.00,0.00,44.40,702.15,762.06,48.20,-185.69,-11.70,123,S10 BUY,6.08,6.08hrs
